EVENT_ID,TYPE,AUTHOR,DATE,TIME,LAT,LON,DEPTH,CENTROID,AUTHOR,EX,MO,MW,EX,MRR,MTT,MPP,MRT,MTP,MPR,STRIKE,DIP,RAKE,STRIKE,DIP,RAKE,EX,T_VAL,T_PL,T_AZM,P_VAL,P_PL,P_AZM,N_VAL,N_PL,N_AZM
13274560,fe,ISC,2007-11-26,08:14:55.54,-8.2030,118.6161,41.2,,ISC,,,,,,,,,,,84.25,35.81,111.64,238.18,57.05,75.10,,,73.34,108.83,,10.89,338.85,,12.46,246.42
13274560,fe,GCMT,2007-11-26,08:14:56.40,-8.2100,118.6000,26.0,TRUE,GCMT,17,1.278,5.3,17,0.833,-1.100,0.260,-0.718,-0.184,-0.365,102.00,29.00,121.00,248.00,66.00,74.00,17,1.167,66.00,130.00,-1.389,19.00,349.00,0.222,14.00,254.00
13275387,ke,ISC,2007-11-27,12:52:52.59,-7.4532,128.5966,163.9,,ISC,,,,,,,,,,,159.04,54.80,80.04,355.98,36.41,103.77,,,77.61,34.30,,9.29,256.16,,8.12,164.82
13282162,ke,NEIC,2007-12-03,21:52:45.58,-6.3740,148.4630,29.5,,NEIC,17,4.900,5.7,17,3.620,-4.160,0.540,2.880,0.030,-0.440,96.00,63.00,95.00,264.00,27.00,79.00,17,4.610,70.00,17.00,-5.110,18.00,181.00,0.500,4.00,273.00
13282162,ke,GCMT,2007-12-03,21:52:51.60,-6.7400,148.6900,28.3,TRUE,GCMT,18,0.825,5.9,18,0.595,-0.700,0.100,0.509,-0.036,-0.021,91.00,64.00,93.00,263.00,26.00,83.00,18,0.773,71.00,8.00,-0.877,19.00,178.00,0.105,3.00,269.00
13282187,ke,GCMT,2007-12-03,22:33:18.40,-6.7300,148.7400,25.1,TRUE,GCMT,17,5.249,5.8,17,3.320,-3.770,0.440,3.820,-0.093,-0.585,96.00,69.00,96.00,259.00,22.00,74.00,17,5.058,66.00,17.00,-5.440,24.00,182.00,0.376,6.00,274.00
13282637,ke,GCMT,2007-12-04,15:48:45.50,-8.8500,122.5700,129.5,TRUE,GCMT,16,5.317,5.1,16,-0.989,0.955,0.030,4.890,-1.840,0.170,165.00,21.00,-16.00,270.00,84.00,-110.00,16,5.307,36.00,18.00,-5.327,47.00,159.00,0.021,20.00,272.00
13283137,ke,GCMT,2007-12-05,12:55:03.50,-5.7500,148.4700,184.3,TRUE,GCMT,16,4.020,5.0,16,-3.630,0.452,3.180,0.308,-1.280,1.640,171.00,57.00,-76.00,326.00,36.00,-110.00,16,3.956,11.00,251.00,-4.083,74.00,119.00,0.129,12.00,343.00
13283898,ke,GCMT,2007-12-06,16:01:31.80,-7.4900,156.0500,30.8,TRUE,GCMT,16,6.303,5.1,16,5.720,-3.830,-1.900,-0.644,3.650,-0.907,140.00,47.00,107.00,295.00,46.00,73.00,16,5.965,78.00,127.00,-6.641,0.00,218.00,0.666,12.00,308.00
13284463,fe,ISC,2007-12-07,10:45:55.73,-9.9988,113.5388,26.3,,ISC,,,,,,,,,,,33.23,59.70,140.68,145.69,56.83,37.07,,,48.04,358.13,,1.73,90.05,,41.91,181.60
13284463,fe,GCMT,2007-12-07,10:45:58.70,-10.1900,113.6100,29.1,TRUE,GCMT,17,1.110,5.3,17,0.458,0.697,-1.150,0.412,-0.179,-0.195,45.00,60.00,156.00,147.00,69.00,32.00,17,1.037,37.00,9.00,-1.183,6.00,274.00,0.150,52.00,177.00
13284693,ke,GCMT,2007-12-07,18:24:44.70,-4.5800,143.9800,118.6,TRUE,GCMT,16,3.472,5.0,16,0.068,-1.370,1.300,2.530,-0.942,-1.750,121.00,90.00,118.00,211.00,28.00,0.00,16,3.638,39.00,56.00,-3.305,39.00,186.00,-0.336,28.00,301.00
13286524,ke,NEIC,2007-12-10,12:10:07.25,-3.5680,144.4390,10.0,,NEIC,17,2.300,5.5,17,0.620,-2.030,1.410,-0.450,0.910,1.070,62.00,57.00,14.00,324.00,78.00,146.00,17,2.220,31.00,278.00,-2.420,13.00,17.00,0.210,54.00,127.00
13286524,ke,GCMT,2007-12-10,12:10:10.20,-3.4200,144.4600,12.0,TRUE,GCMT,17,4.014,5.7,17,-0.254,-3.070,3.320,-1.070,2.140,0.374,61.00,78.00,-11.00,153.00,79.00,-168.00,17,3.971,1.00,287.00,-4.058,17.00,17.00,0.083,73.00,195.00
13289313,ke,GCMT,2007-12-14,08:54:09.50,-7.3500,156.1000,44.0,TRUE,GCMT,16,7.502,5.2,16,5.170,0.732,-5.900,-2.620,4.370,-0.596,183.00,51.00,134.00,305.00,56.00,49.00,16,6.902,57.00,157.00,-8.101,3.00,63.00,1.201,33.00,331.00
13289937,fe,NEIC,2007-12-15,08:03:15.79,-7.5260,127.4740,175.9,,NEIC,18,1.000,5.9,18,0.000,0.000,0.000,0.000,0.000,0.000,108.00,52.00,65.00,325.00,44.00,118.00,18,1.070,70.00,317.00,-0.920,4.00,215.00,-0.160,19.00,123.00
13289937,fe,GCMT,2007-12-15,08:03:17.80,-7.7500,127.5900,175.8,TRUE,GCMT,18,1.266,6.0,18,1.140,-0.944,-0.190,0.379,0.430,0.447,93.00,53.00,62.00,314.00,45.00,122.00,18,1.381,68.00,303.00,-1.152,5.00,202.00,-0.226,22.00,110.00
13289977,fe,NEIC,2007-12-15,09:39:53.62,-6.6220,131.0900,57.0,,NEIC,18,3.800,6.3,18,1.180,-2.900,1.730,0.140,2.550,1.270,72.00,67.00,17.00,335.00,74.00,156.00,18,3.500,27.00,292.00,-4.060,4.00,24.00,0.570,61.00,122.00
13289977,fe,GCMT,2007-12-15,09:39:56.90,-6.5900,131.1400,76.7,TRUE,GCMT,18,5.000,6.4,18,1.930,-4.620,2.680,-0.289,2.360,1.930,66.00,61.00,21.00,326.00,72.00,150.00,18,4.586,34.00,283.00,-5.414,7.00,18.00,0.817,55.00,117.00
13290998,fe,GCMT,2007-12-17,00:09:39.20,-9.4100,112.4100,67.2,TRUE,GCMT,16,4.475,5.0,16,4.200,-0.863,-3.340,-0.269,2.290,0.362,150.00,42.00,91.00,329.00,48.00,89.00,16,4.223,87.00,225.00,-4.728,3.00,59.00,0.501,1.00,329.00
13291329,fe,GCMT,2007-12-17,12:46:18.60,-10.9000,113.4200,23.8,TRUE,GCMT,17,0.951,5.2,17,-0.414,0.943,-0.520,0.071,-0.277,-0.403,62.00,58.00,-154.00,318.00,68.00,-34.00,17,1.009,6.00,12.00,-0.894,39.00,277.00,-0.115,50.00,109.00
13292463,ke,GCMT,2007-12-19,06:12:24.00,-9.2700,124.1400,27.7,TRUE,GCMT,17,0.969,5.3,17,-0.466,-0.583,1.050,0.149,-0.453,0.003,208.00,71.00,-18.00,304.00,73.00,-160.00,17,1.168,1.00,75.00,-0.770,26.00,166.00,-0.397,64.00,343.00
13295945,fe,ISC,2007-12-23,13:10:28.08,-9.0000,123.7559,111.8,,ISC,,,,,,,,,,,58.48,25.49,-115.29,266.11,67.10,-78.49,,,21.29,347.40,,65.98,196.40,,10.59,81.58
13295945,fe,NEIC,2007-12-23,13:10:28.50,-8.9210,123.7440,111.2,,NEIC,16,9.400,5.2,16,-1.490,2.700,-1.220,8.350,2.420,2.820,40.00,10.00,-122.00,253.00,82.00,-85.00,16,10.400,36.00,338.00,-8.100,52.00,168.00,-2.300,5.00,71.00
13295945,fe,GCMT,2007-12-23,13:10:30.50,-9.1100,123.8600,116.3,TRUE,GCMT,17,1.049,5.3,17,0.073,-0.310,0.230,0.850,0.291,0.473,65.00,89.00,68.00,332.00,22.00,177.00,17,1.104,42.00,314.00,-0.994,40.00,175.00,-0.110,22.00,65.00
13297817,ke,GCMT,2007-12-26,04:14:23.40,-8.8300,157.5600,14.5,TRUE,GCMT,16,3.988,5.0,16,-0.173,-0.239,0.410,-1.870,3.250,-1.910,173.00,68.00,161.00,270.00,73.00,23.00,16,4.790,28.00,133.00,-3.186,3.00,41.00,-1.605,62.00,305.00
13297939,ke,GCMT,2007-12-26,08:20:42.40,-7.0300,155.7900,89.4,TRUE,GCMT,16,4.498,5.0,16,1.960,-2.330,0.360,0.594,4.240,-0.051,82.00,85.00,11.00,351.00,79.00,175.00,16,3.531,11.00,307.00,-5.465,4.00,216.00,1.933,78.00,107.00
13298236,ke,GCMT,2007-12-26,17:12:50.80,-5.3200,131.1500,62.4,TRUE,GCMT,16,5.558,5.1,16,4.450,-6.340,1.890,1.130,-0.579,0.416,79.00,51.00,81.00,274.00,39.00,101.00,16,4.614,81.00,306.00,-6.503,6.00,176.00,1.889,7.00,85.00
13325514,fe,ISC,2008-01-01,18:55:01.35,-5.9657,146.9086,52.5,,ISC,,,,,,,,,,,91.82,42.49,83.56,280.52,47.84,95.86,,,84.89,244.76,,2.68,6.37,,4.34,96.57
13325514,fe,NEIC,2008-01-01,18:54:59.01,-5.8780,146.8840,34.0,,NEIC,,,6.3,,,,,,,,105.00,55.00,90.00,285.00,35.00,90.00,,,80.00,15.00,,10.00,195.00,,0.00,0.00
13325514,fe,NEIC,2008-01-01,18:54:59.01,-5.8780,146.8840,34.0,,NEIC,18,2.000,6.3,18,1.840,-1.750,-0.090,0.490,0.690,0.000,105.00,52.00,83.00,295.00,38.00,98.00,18,1.910,81.00,341.00,-2.060,6.00,199.00,0.150,5.00,108.00
13325514,fe,GCMT,2008-01-01,18:55:08.00,-5.9500,146.9400,51.2,TRUE,GCMT,18,3.444,6.3,18,3.260,-3.110,-0.140,-0.034,1.340,0.076,110.00,45.00,88.00,292.00,46.00,92.00,18,3.262,89.00,268.00,-3.626,0.00,21.00,0.369,1.00,111.00
13325530,fe,GCMT,2008-01-01,19:13:11.10,-6.0300,146.9600,42.7,TRUE,GCMT,17,5.452,5.8,17,5.210,-4.430,-0.780,-0.042,2.170,-1.150,126.00,49.00,105.00,284.00,44.00,73.00,17,5.444,78.00,104.00,-5.460,2.00,205.00,0.013,11.00,296.00
13326713,ke,GCMT,2008-01-03,10:58:20.30,-5.5000,152.3200,28.2,TRUE,GCMT,16,4.175,5.0,16,3.270,-3.370,0.090,2.300,-1.030,0.394,78.00,62.00,93.00,251.00,28.00,83.00,16,3.990,73.00,356.00,-4.361,17.00,165.00,0.369,3.00,256.00
13326726,fe,ISC,2008-01-03,11:15:51.55,-5.9022,122.7548,30.6,,ISC,,,,,,,,,,,69.84,62.74,118.80,199.63,38.83,46.92,,,61.01,24.48,,13.12,139.36,,25.36,235.71
13326726,fe,GCMT,2008-01-03,11:15:52.50,-5.8700,122.7000,12.0,TRUE,GCMT,17,1.535,5.4,17,1.440,-0.727,-0.710,0.443,-0.696,-0.402,64.00,49.00,116.00,207.00,48.00,63.00,17,1.653,70.00,44.00,-1.418,1.00,136.00,-0.238,20.00,226.00
13330508,ke,NEIC,2008-01-08,19:23:31.75,-3.9130,131.3680,1.6,,NEIC,17,4.300,5.7,17,1.610,0.530,-2.140,-2.410,1.460,2.630,187.00,21.00,138.00,317.00,76.00,74.00,17,3.830,56.00,206.00,-4.670,29.00,59.00,0.840,15.00,320.00
13330508,ke,GCMT,2008-01-08,19:23:37.80,-3.6700,131.6500,14.2,TRUE,GCMT,17,6.094,5.8,17,3.770,-0.366,-3.410,-2.070,1.020,4.340,169.00,19.00,102.00,336.00,71.00,86.00,17,6.145,64.00,240.00,-6.044,26.00,70.00,-0.107,4.00,338.00
13331991,ke,GCMT,2008-01-10,19:44:59.70,-10.9300,113.4000,16.9,TRUE,GCMT,16,2.874,4.9,16,-2.500,2.390,0.100,-0.736,0.400,-1.310,59.00,59.00,-112.00,278.00,37.00,-58.00,16,2.651,11.00,165.00,-3.097,68.00,285.00,0.439,19.00,71.00
13332274,ke,GCMT,2008-01-11,04:43:52.50,-10.9200,113.3500,13.6,TRUE,GCMT,16,1.898,4.8,16,-1.840,1.680,0.160,-0.634,0.046,0.342,98.00,56.00,-79.00,260.00,36.00,-105.00,16,1.791,10.00,180.00,-2.006,77.00,43.00,0.215,9.00,272.00
13341245,ke,NEIC,2008-01-24,22:29:53.06,-6.0260,146.6190,35.0,,NEIC,17,5.000,5.8,17,0.940,-0.110,-0.830,3.710,-3.220,0.290,82.00,83.00,130.00,180.00,40.00,11.00,17,4.900,38.00,27.00,-5.100,26.00,141.00,0.200,39.00,256.00
13341245,ke,GCMT,2008-01-24,22:29:59.10,-6.2300,146.8400,47.8,TRUE,GCMT,17,7.667,5.9,17,2.010,-1.750,-0.260,5.520,-4.800,-1.440,90.00,79.00,131.00,192.00,42.00,16.00,17,8.028,41.00,38.00,-7.305,24.00,150.00,-0.726,40.00,261.00
13997728,ke,GCMT,2008-01-26,03:01:51.90,-4.5400,142.2700,121.8,TRUE,GCMT,16,3.197,4.9,16,1.510,-2.540,1.030,0.083,1.970,1.280,76.00,58.00,28.00,331.00,67.00,145.00,16,2.940,41.00,290.00,-3.455,5.00,25.00,0.515,49.00,121.00
13344007,ke,GCMT,2008-01-28,21:46:19.20,-5.1600,151.8100,112.3,TRUE,GCMT,16,3.514,5.0,16,2.300,-1.580,-0.720,1.480,-1.840,1.720,43.00,65.00,81.00,244.00,26.00,109.00,16,3.174,68.00,296.00,-3.855,20.00,140.00,0.674,8.00,47.00
13344683,ke,GCMT,2008-01-29,22:45:08.10,-6.2700,148.8100,59.8,TRUE,GCMT,16,4.137,5.0,16,3.240,-4.510,1.270,0.465,0.191,-1.070,113.00,53.00,120.00,250.00,46.00,57.00,16,3.724,66.00,84.00,-4.549,4.00,183.00,0.825,23.00,274.00
13344908,fe,GCMT,2008-01-30,07:32:47.80,-7.1700,127.7100,19.1,TRUE,GCMT,18,1.836,6.1,18,1.210,-2.120,0.910,-0.664,0.157,0.224,70.00,38.00,56.00,290.00,59.00,114.00,18,1.412,67.00,247.00,-2.260,11.00,4.00,0.850,20.00,98.00
13345023,ke,GCMT,2008-01-30,11:26:34.90,-7.2000,127.7600,21.4,TRUE,GCMT,16,3.027,4.9,16,2.800,-2.800,0.000,-1.010,-0.534,-0.160,79.00,35.00,89.00,260.00,55.00,91.00,16,2.978,80.00,172.00,-3.076,10.00,350.00,0.102,0.00,80.00
13345205,ke,GCMT,2008-01-30,17:55:42.50,-6.0500,129.7700,15.1,TRUE,GCMT,17,1.178,5.3,17,-0.010,-1.080,1.090,0.140,0.068,0.454,48.00,81.00,20.00,315.00,71.00,171.00,17,1.258,20.00,273.00,-1.098,7.00,180.00,-0.161,69.00,71.00
13345413,ke,NEIC,2008-01-31,01:04:28.21,-6.1320,129.6500,10.0,,NEIC,17,3.900,5.8,17,0.940,-3.620,2.680,-1.120,1.760,-0.680,149.00,68.00,172.00,242.00,83.00,22.00,17,3.500,20.00,107.00,-4.240,10.00,13.00,0.740,66.00,258.00
13345413,ke,GCMT,2008-01-31,01:04:32.20,-6.0700,129.7400,19.6,TRUE,GCMT,17,6.834,5.8,17,0.315,-5.880,5.570,0.095,2.780,2.520,60.00,73.00,11.00,326.00,79.00,163.00,17,7.114,20.00,282.00,-6.554,4.00,14.00,-0.555,69.00,115.00
13345423,fe,GCMT,2008-01-31,01:41:59.00,-6.0600,129.7400,20.6,TRUE,GCMT,17,1.170,5.3,17,-0.059,-1.100,1.160,0.179,0.195,0.150,230.00,89.00,-12.00,320.00,78.00,-179.00,17,1.198,8.00,275.00,-1.142,9.00,184.00,-0.055,78.00,46.00
13345578,se,GCMT,2008-01-31,08:54:21.60,-6.0400,129.6700,23.5,TRUE,GCMT,16,3.562,5.0,16,0.121,-3.380,3.260,-0.229,0.659,1.090,52.00,74.00,8.00,320.00,82.00,164.00,16,3.646,17.00,275.00,-3.477,6.00,6.00,-0.168,72.00,114.00
10525458,ke,GCMT,2008-02-02,05:06:41.80,-4.7900,152.9800,61.3,TRUE,GCMT,16,5.604,5.1,16,5.070,-5.510,0.430,1.690,-0.481,0.575,80.00,54.00,84.00,271.00,36.00,98.00,16,5.383,80.00,326.00,-5.824,9.00,175.00,0.433,5.00,84.00
10525486,fe,GCMT,2008-02-03,05:56:55.30,-8.4000,119.8400,200.1,TRUE,GCMT,16,4.201,5.0,16,-0.823,1.710,-0.890,-2.120,2.720,2.190,99.00,74.00,-36.00,201.00,55.00,-160.00,16,3.558,12.00,154.00,-4.845,37.00,55.00,1.282,51.00,259.00
10525514,fe,NEIC,2008-02-03,17:10:25.19,-6.0650,149.8730,35.0,,NEIC,16,9.700,5.3,16,9.610,-5.610,-4.000,4.760,1.140,-0.910,109.00,61.00,86.00,298.00,30.00,98.00,16,11.000,74.00,7.00,-7.500,15.00,202.00,-3.500,3.00,110.00
10525514,fe,GCMT,2008-02-03,17:10:30.20,-6.4400,149.9700,38.0,TRUE,GCMT,17,1.568,5.4,17,1.340,-1.550,0.210,0.604,0.074,-0.047,93.00,56.00,91.00,271.00,34.00,88.00,17,1.462,79.00,7.00,-1.675,11.00,183.00,0.214,1.00,273.00
12942209,fe,ISC,2008-02-07,20:58:19.23,-7.6393,116.9038,328.8,,ISC,,,,,,,,,,,32.56,72.69,147.50,133.29,59.14,20.28,,,34.97,349.26,,8.76,85.44,,53.63,187.52
12942209,fe,GCMT,2008-02-07,20:58:18.90,-7.5800,117.0400,320.7,TRUE,GCMT,17,4.058,5.7,17,1.270,1.790,-3.060,1.960,0.922,2.170,28.00,78.00,130.00,132.00,42.00,19.00,17,4.153,43.00,337.00,-3.962,22.00,89.00,-0.190,39.00,198.00
12942209,fe,NEIC,2008-02-07,20:58:18.92,-7.5820,116.8190,321.7,,NEIC,17,3.500,5.7,17,1.150,0.900,-2.050,2.120,1.270,1.790,22.00,76.00,130.00,128.00,42.00,21.00,17,3.940,44.00,331.00,-2.880,20.00,82.00,-1.060,38.00,190.00
12942249,ke,ISC,2008-02-13,19:58:45.78,-8.2605,128.8186,20.5,,ISC,,,,,,,,,,,87.71,70.90,125.94,202.01,40.09,30.54,,,50.57,38.51,,18.03,151.83,,33.68,254.36
12942249,ke,ISC,2008-02-13,19:58:45.78,-8.2605,128.8186,20.5,,ISC,,,,,,,,,,,55.62,74.03,54.25,304.70,38.72,153.90,,,48.27,287.25,,20.92,171.87,,34.17,66.83
12942249,ke,NEIC,2008-02-13,19:58:46.13,-8.1580,128.6440,19.0,,NEIC,,,6.2,,,,,,,,75.00,65.00,90.00,255.00,25.00,90.00,,,70.00,345.00,,20.00,165.00,,0.00,0.00
12942249,ke,NEIC,2008-02-13,19:58:46.13,-8.1580,128.6440,19.0,,NEIC,18,1.100,6.2,18,0.850,-1.070,0.220,0.460,-0.150,0.140,77.00,58.00,82.00,272.00,32.00,103.00,18,0.970,75.00,324.00,-1.200,13.00,172.00,0.230,6.00,81.00
12942249,ke,GCMT,2008-02-13,19:58:50.10,-8.4200,128.8300,21.5,TRUE,GCMT,18,2.230,6.2,18,1.960,-1.980,0.020,0.916,-0.347,0.367,75.00,58.00,84.00,266.00,32.00,100.00,18,2.200,76.00,327.00,-2.260,13.00,169.00,0.066,5.00,78.00
10623400,ke,GCMT,2008-02-14,07:59:25.00,-8.4600,128.6000,28.4,TRUE,GCMT,16,3.727,5.0,16,3.640,-2.450,-1.200,1.080,-1.550,0.102,64.00,53.00,99.00,229.00,38.00,78.00,16,3.832,80.00,11.00,-3.622,8.00,147.00,-0.219,7.00,238.00
10623617,ke,GCMT,2008-02-26,05:22:35.80,-4.5900,149.8400,507.1,TRUE,GCMT,16,5.607,5.1,16,-6.330,2.290,4.040,-0.558,1.420,0.299,34.00,45.00,-84.00,205.00,45.00,-96.00,16,4.833,0.00,119.00,-6.381,85.00,28.00,1.548,5.00,209.00
13480331,ke,GCMT,2008-03-03,22:55:36.00,-4.9700,151.7600,129.0,TRUE,GCMT,16,8.798,5.2,16,3.510,-1.250,-2.260,1.290,4.640,6.740,106.00,36.00,24.00,356.00,76.00,123.00,16,9.287,48.00,301.00,-8.308,24.00,61.00,-0.980,32.00,167.00
13485362,fe,GCMT,2008-03-10,00:28:50.50,-8.4200,117.1000,29.9,TRUE,GCMT,16,2.565,4.9,16,2.070,-2.450,0.370,-0.745,-0.423,-0.814,101.00,38.00,120.00,244.00,58.00,69.00,16,2.458,69.00,108.00,-2.671,11.00,349.00,0.210,18.00,256.00
13488315,ke,GCMT,2008-03-14,03:17:14.90,-4.8200,152.9400,75.3,TRUE,GCMT,16,2.972,4.9,16,-0.758,-1.940,2.700,1.130,-0.730,1.110,212.00,78.00,-35.00,310.00,56.00,-166.00,16,3.057,15.00,265.00,-2.887,33.00,165.00,-0.168,53.00,16.00
13492094,ke,GCMT,2008-03-19,11:55:57.30,-7.2500,155.2500,30.4,TRUE,GCMT,17,1.603,5.4,17,1.210,-0.949,-0.260,0.784,0.749,-0.459,121.00,62.00,88.00,305.00,28.00,93.00,17,1.493,73.00,27.00,-1.712,17.00,212.00,0.216,1.00,122.00
13498060,ke,GCMT,2008-03-27,19:25:43.20,-3.8200,141.8300,52.8,TRUE,GCMT,17,1.151,5.3,17,-0.068,-0.207,0.270,-0.487,0.984,0.297,80.00,75.00,-22.00,176.00,69.00,-164.00,17,1.052,4.00,129.00,-1.251,26.00,37.00,0.199,64.00,227.00
10825557,ke,GCMT,2008-04-02,00:25:51.30,-7.1200,155.8400,55.0,TRUE,GCMT,17,0.831,5.2,17,0.706,-0.393,-0.310,-0.217,0.512,-0.106,152.00,45.00,118.00,294.00,51.00,65.00,17,0.791,70.00,141.00,-0.872,3.00,42.00,0.081,20.00,311.00
13224046,fe,GCMT,2008-04-02,19:10:20.40,-7.1900,129.2100,190.0,TRUE,GCMT,17,4.140,5.7,17,1.740,-3.450,1.710,-0.493,-2.080,1.910,33.00,64.00,32.00,288.00,62.00,151.00,17,4.090,40.00,252.00,-4.189,2.00,160.00,0.100,50.00,68.00
10881930,ke,GCMT,2008-04-03,09:22:39.20,-6.4300,149.9300,39.5,TRUE,GCMT,16,5.576,5.1,16,4.360,-5.640,1.280,2.380,-0.217,0.539,82.00,58.00,82.00,276.00,33.00,102.00,16,4.960,75.00,329.00,-6.192,13.00,177.00,1.232,7.00,86.00
10881935,ke,GCMT,2008-04-03,17:04:44.50,-3.3800,145.3900,15.6,TRUE,GCMT,16,2.578,4.9,16,-0.040,0.265,-0.220,0.444,2.390,0.859,2.00,83.00,161.00,94.00,71.00,7.00,16,2.722,18.00,317.00,-2.434,9.00,50.00,-0.287,70.00,164.00
10869612,fe,ISC,2008-04-14,03:15:39.33,-7.1883,129.2176,165.6,,ISC,,,,,,,,,,,53.58,72.66,46.75,306.00,45.95,155.50,,,44.62,280.68,,16.31,173.90,,40.85,69.24
10869612,fe,ISC,2008-04-14,03:15:39.33,-7.1883,129.2176,165.6,,ISC,,,,,,,,,,,211.18,72.28,-30.75,311.44,60.85,-159.60,,,7.42,263.38,,34.03,168.34,,54.94,4.08
10869612,fe,GCMT,2008-04-14,03:15:42.20,-7.1300,129.2600,167.3,TRUE,GCMT,16,7.888,5.2,16,-0.174,-5.830,6.000,3.030,-0.601,4.240,41.00,90.00,41.00,311.00,49.00,180.00,16,8.211,28.00,274.00,-7.564,27.00,168.00,-0.651,49.00,42.00
12942553,fe,NEIC,2008-04-19,03:12:25.18,-7.8150,125.6940,13.0,,NEIC,18,1.200,6.1,18,0.040,-0.320,0.290,-0.170,-1.140,-0.180,7.00,84.00,-9.00,98.00,81.00,-174.00,18,1.160,2.00,52.00,-1.250,10.00,322.00,0.080,78.00,154.00
12942553,fe,GCMT,2008-04-19,03:12:31.20,-7.8200,125.7200,14.5,TRUE,GCMT,18,1.609,6.1,18,0.309,-0.260,-0.040,-0.276,-1.420,-0.736,93.00,62.00,178.00,184.00,89.00,28.00,18,1.403,21.00,52.00,-1.815,19.00,315.00,0.413,62.00,186.00
10882152,fe,NEIC,2008-04-19,10:21:12.50,-7.8750,125.7220,10.0,,NEIC,18,1.100,6.0,18,0.000,0.000,0.000,0.000,0.000,0.000,14.00,89.00,-18.00,104.00,72.00,-179.00,18,1.280,12.00,60.00,-0.900,13.00,327.00,-0.380,71.00,191.00
10882152,fe,GCMT,2008-04-19,10:21:17.50,-7.7600,125.7300,14.2,TRUE,GCMT,18,1.002,5.9,18,0.165,-0.134,-0.030,-0.166,-0.841,-0.534,93.00,56.00,177.00,184.00,88.00,34.00,18,0.888,25.00,54.00,-1.116,21.00,313.00,0.228,56.00,188.00
10900829,ke,GCMT,2008-04-19,14:53:43.80,-7.6600,125.7600,15.0,TRUE,GCMT,17,1.593,5.4,17,0.340,0.297,-0.630,-0.062,-0.799,-1.300,74.00,32.00,164.00,177.00,82.00,59.00,17,1.412,45.00,57.00,-1.775,30.00,292.00,0.363,30.00,182.00
10900830,se,GCMT,2008-04-19,16:27:33.00,-7.7400,125.8400,17.2,TRUE,GCMT,16,2.588,4.9,16,2.140,-1.010,-1.130,-0.467,-0.974,-1.460,55.00,29.00,113.00,209.00,63.00,78.00,16,2.699,69.00,94.00,-2.477,17.00,308.00,-0.222,11.00,215.00
10900831,se,GCMT,2008-04-19,16:50:49.50,-7.7300,125.7600,17.3,TRUE,GCMT,16,4.493,5.0,16,2.050,-2.930,0.870,-1.910,-1.930,-2.550,102.00,33.00,148.00,220.00,73.00,61.00,16,4.095,53.00,95.00,-4.890,23.00,331.00,0.792,28.00,229.00
10900833,ke,GCMT,2008-04-19,18:51:21.30,-7.7800,125.7700,16.8,TRUE,GCMT,16,5.416,5.1,16,-1.190,-1.620,2.810,-1.680,-3.910,-2.300,11.00,76.00,-32.00,109.00,59.00,-164.00,16,5.315,11.00,63.00,-5.518,32.00,326.00,0.203,56.00,170.00
10882156,ke,NEIC,2008-04-20,13:01:20.49,-7.8500,125.6850,3.6,,NEIC,17,2.700,5.6,17,0.000,-1.040,1.040,-1.840,-1.700,-0.140,11.00,50.00,-5.00,105.00,86.00,-140.00,17,2.350,24.00,230.00,-2.980,30.00,335.00,0.630,49.00,109.00
10882156,ke,GCMT,2008-04-20,13:01:25.50,-7.6900,125.8500,12.0,TRUE,GCMT,17,3.086,5.6,17,2.310,-1.480,-0.820,-1.350,-1.590,-1.110,51.00,28.00,90.00,231.00,62.00,90.00,17,2.853,73.00,140.00,-3.319,17.00,321.00,0.471,0.00,231.00
11084801,ke,GCMT,2008-04-20,22:09:31.40,-7.8100,125.7500,16.6,TRUE,GCMT,16,3.186,4.9,16,0.314,-1.310,0.990,-1.120,-1.970,-1.980,107.00,45.00,177.00,199.00,88.00,45.00,16,2.864,32.00,73.00,-3.507,28.00,324.00,0.645,45.00,201.00
10882160,fe,GCMT,2008-04-21,05:33:37.30,-6.9900,129.7300,144.3,TRUE,GCMT,17,0.957,5.2,17,0.445,-0.677,0.230,-0.149,0.479,0.558,78.00,45.00,27.00,328.00,71.00,132.00,17,0.932,47.00,281.00,-0.982,16.00,28.00,0.050,39.00,131.00
10909778,se,NEIC,2008-04-23,14:05:42.84,-3.8600,131.4460,10.0,,NEIC,17,1.400,5.4,17,0.000,0.000,0.000,0.000,0.000,0.000,180.00,33.00,129.00,316.00,65.00,68.00,17,1.100,63.00,190.00,-1.570,17.00,62.00,0.470,20.00,325.00
10909778,se,GCMT,2008-04-23,14:05:45.80,-3.8200,131.5900,14.3,TRUE,GCMT,17,2.135,5.5,17,1.560,-0.232,-1.330,-0.415,0.519,1.410,155.00,23.00,84.00,342.00,67.00,93.00,17,2.150,68.00,257.00,-2.120,22.00,70.00,-0.032,3.00,161.00
10910632,fe,GCMT,2008-04-27,05:02:44.90,-8.2300,107.9900,68.2,TRUE,GCMT,16,4.030,5.0,16,3.420,-3.530,0.100,1.580,1.210,0.485,93.00,57.00,73.00,302.00,37.00,114.00,16,3.908,72.00,320.00,-4.151,11.00,195.00,0.235,14.00,102.00
12948722,ke,ISC,2008-04-29,19:10:02.43,-6.1063,127.5192,410.2,,ISC,,,,,,,,,,,99.29,76.27,-136.64,356.66,48.16,-18.57,,,17.69,221.95,,39.75,327.33,,44.93,113.39
